"specials.name.a_cozy_break","Pause agréable"
"specials.name.valiant_lunge","Charge vaillante"
"specials.name.valkyrie_charge","Charge valkyrie"
"specials.name.valkyrie_defense","Défense valkyrie"
"specials.name.valkyrie_resistance","Résistance valkyrie"
"specials.name.valkyrie_rush","Charge valkyrie"
"specials.name.valkyries_fortitude","Endurance de la valkyrie"
"specials.name.valorant_strike","Frappe valeureuse"
"specials.name.valuable_contribution","Contribution précieuse"
"specials.name.vampire_killer","Vampiricide"
"specials.name.vampiric_cleave","Fente vampirique"
"specials.name.vampiric_curse","Malédiction vampirique"
"specials.name.vampiric_heist","Casse vampirique"
"specials.name.vampiric_touch","Toucher vampirique"
"specials.name.vanguard_of_passion","Avant-garde de la passion"
"specials.name.vantage_point","Point d'observation"
"specials.name.vapors_of_the_underworld","Vapeurs de l'Outre-monde"
"specials.name.vast_ward","Barrière robuste"
"specials.name.vengeance_of_owlhalla","Vengeance du Valhallhibou"
"specials.name.vengeful_backstab","Poignard vengeur"
"specials.name.vengeful_scythe","Faux vengeresse"
"specials.name.venom_guard","Garde venimeuse"
"specials.name.venom_slash","Entaille envenimée"
"specials.name.venomfang_concoction","Concoction venimeuse"
"specials.name.venomous_claws","Griffes venimeuses"
"specials.name.venomous_jab","Coup venimeux"
"specials.name.venomous_spores","Spores venimeuses"
"specials.name.venomous_sting_dragon_pve","Dard venimeux"
"specials.name.verdant_mirror","Miroir verdoyant"
"specials.name.verdant_trap","Piège verdoyant"
"specials.name.vertical_slash","Coup vertical"
"specials.name.vicious_axe","Hache sournoise"
"specials.name.vicious_cyclone","Cyclone vicieux"
"specials.name.vicious_strike","Frappe vicieuse"
"specials.name.vicious_trap","Piège vicieux"
"specials.name.vigilante_punch","Coup de poing du justicier"
"specials.name.vigorous_aegis","Égide vigoureuse"
"specials.name.vigorous_villanelle","Villanelle vigoureuse"
"specials.name.vile_blessing","Malédiction de faiblesse"
"specials.name.villain_swing","Méchant coup"
"specials.name.viper_blade","Lame de la vipère"
"specials.name.viper_blade_costume_bear_slayer","Lame de l'ours"
"specials.name.viscous_shield_justico","Bouclier visqueux"
"specials.name.vitalizing_show","Spectacle revitalisant"
"specials.name.vitrail_flames","Flammes du vitrail"
"specials.name.viziers_curse","Ouragan de sable"
"specials.name.voice_of_authority","Voix de l'autorité"
"specials.name.void_blast","Décharge du vide"
"specials.name.void_bomb","Bombe du vide"
"specials.name.void_orb_dragon_pve","Orbe du vide"
"specials.name.voidshield","Bouclier du vide"
"specials.name.volatile_crystal_conduit","Conduit cristallin instable"
"specials.name.volcanic_blast","Déflagration volcanique"
"specials.name.volcanic_boulders","Roches volcaniques"
"specials.name.volcanic_eruption","Éruption volcanique"
"specials.name.volcanic_explosion","Explosion volcanique"
"specials.name.volcanic_flareup","Éruption volcanique"
"specials.name.volcanic_rush","Ruée volcanique"
"specials.name.volcanic_shell","Carapace volcanique"
"specials.name.volcanic_tantrum","Explosion cartoon"
"specials.name.volley_of_dark_stars","Volée d'étoiles noires"
"specials.name.voluminous_vigor","Vigueur volumineuse"
"specials.name.wall_of_ice","Mur de glace"
"specials.name.wall_of_ki","Mur de Ki"
"specials.name.wall_of_ki2","Mur de Ki"
"specials.name.wall_of_swords","Mur de lames"
"specials.name.wallet_pulverizer","Boulier destructeur"
"specials.name.wand_of_mana_control","Baguette de contrôle du mana"
"specials.name.wand_of_mana_trickery","Baguette de mana trompeuse"
"specials.name.wandering_star_shot","Tir de l'étoile errante"
"specials.name.war_feast","Festin de guerre"
"specials.name.war_song","Chant guerrier"
"specials.name.warcry","Cri de guerre"
"specials.name.warcry_of_the_hunt","Cri de chasse"
"specials.name.warcry_of_the_jungle","Cri de la jungle"
"specials.name.warding_off_evil","Barrière contre le mal"
"specials.name.warped_timepiece","Chronographe détraqué"
"specials.name.watchful_duty","Devoir vigilant"
"specials.name.water_jet_dragon_pve","Jet d'eau"
"specials.name.waters_of_nourishment","Eaux nourricières"
"specials.name.watery_grave","Tombeau englouti"
"specials.name.weakening_strike","Frappe affaiblissante"
"specials.name.web_of_spies","Réseau d'espions"
"specials.name.welding_sweep_dragon_pve","Balayage fusionnel"
"specials.name.whimsical_aid","Aide fantaisiste"
"specials.name.whirlpool","Tourbillon"
"specials.name.whirlpool_dash","Tourbillon rapide"
"specials.name.whirlwind_blows","Souffle du tourbillon"
"specials.name.whispers_of_xulu","Murmures de Xulu"
"specials.name.whiteout","Jour blanc"
"specials.name.wicked_witchcraft","Sorcellerie sournoise"
"specials.name.wide_slash","Entaille large"
"specials.name.widows_kiss","Baiser de veuve"
"specials.name.wild_cleave","Fente sauvage"
"specials.name.wild_growth","Croissance sauvage"
"specials.name.will_of_fire","Volonté de feu"
"specials.name.wily_wisps","Feux follets malins"
"specials.name.wind_gospel","Évangile du vent"
"specials.name.wind_prayer","Prière au vent"
"specials.name.wings_of_destruction_pve","Ailes de la destruction"
"specials.name.wings_of_force","Ailes de la force"
"specials.name.wings_of_frost","Ailes de givre"
"specials.name.wings_of_laceration","Ailes de lacération"
"specials.name.wings_of_recovery","Ailes de récupération"
"specials.name.wings_of_shadow","Ailes d'ombre"
"specials.name.wings_of_thorn","Ailes épineuses"
"specials.name.wisdom_of_the_gnomes","Sagesse des gnomes"
"specials.name.wise_mans_counsel","Conseil de sage"
"specials.name.witch_killer","Tueur de sorcières"
"specials.name.witch_slayer","Égorgeur de sorcières"
"specials.name.withering_seasons","Saisons flétries"
"specials.name.wolf_bite","Morsure du loup"
"specials.name.word_of_queen","Ordre de la Reine"
"specials.name.word_of_skies","Paroles célestes"
"specials.name.worm_bite","Morsure de larve"
"specials.name.wounding_strike","Frappe blessante"
"specials.name.wrap","Enveloppement"
"specials.name.wrath_of_fate","Courroux du destin"
"specials.name.wrath_of_frozen_soul","Courroux de l'âme gelée"
"specials.name.wrath_of_the_ancient","Colère des anciens"
"specials.name.wrath_of_the_nine_beaks","Courroux des neuf becs"
"specials.name.wrath_of_tundra","Rage de la toundra"
"specials.name.wrathful_sting","Dard furieux"
"specials.name.wrenching_strike","Frappe déchirante"
"specials.name.xenda_special","Brasier de l'Outre-monde"
"specials.name.xenda_special_costume","Flamme souterraine"
"specials.name.yellow_beetloid_bite","Morsure de scaraboïde jaune"
"specials.name.yellow_signs","Signes jaunes"
"specials.name.yurei","Yurei"
"specials.name.zombie_curse","Bénédiction du zombie"
"specials.name.zombie_invocation","Invocation de zombie"
"specials.name.zooming_lunge","Frappe vivace"
