"heroes.name_fancy.astral_cosmicspeaker","Astraalihaltia-astronomi"
"heroes.name_fancy.shadow_penelope","Hurja entinen kirjastonhoitaja"
"heroes.name_fancy.shadow_rashan","Hulu-metallin käyttäjä"
"heroes.name_fancy.shadow_rosanna","Tarkka-ampuja"
"heroes.name_fancy.shadow_salvatore","Kieroutunut meedio"
"heroes.name_fancy.shadow_shoggo","Muotoaan muuttava opas"
"heroes.name_fancy.shadow_wulfstan","Ikiaikainen ammusten tekijä"
"heroes.name_fancy.shadow_zavinia","Syvyyksien sekasikiö"
"heroes.name_fancy.slayer_aodhan","Palava"
"heroes.name_fancy.slayer_caitlin","Valaistunut"
"heroes.name_fancy.slayer_caitlin_costume_crusader","Ristiretkien ylituomari"
"heroes.name_fancy.slayer_cathal","Rohkea"
"heroes.name_fancy.slayer_cillian","Kuolematon"
"heroes.name_fancy.slayer_maeve","Näkymätön"
"heroes.name_fancy.slayer_noril","Hurja"
"heroes.name_fancy.slayer_orla","Arvollinen"
"heroes.name_fancy.slayer_rian","Järkkymätön"
"heroes.name_fancy.slayer_saoirse","Kesyttämätön"
"heroes.name_fancy.slayer_saoirse_costume_knight","Voittoisa"
"heroes.name_fancy.slayer_senan","Kirottu"
"heroes.name_fancy.slayer_senan_costume_tentacles","Lonkeroisten palvelija"
"heroes.name_fancy.slime_achillea","Peloton gladiaattorilima"
"heroes.name_fancy.slime_boboosang","Vanha kaupustelijalima"
"heroes.name_fancy.slime_bulklug","Rakentajalima"
"heroes.name_fancy.slime_charmione","Hurmaava teatterimönjä"
"heroes.name_fancy.slime_chingiriko","Varjoissa vaaniva lima"
"heroes.name_fancy.slime_choozen","Ujo arkkulima"
"heroes.name_fancy.slime_fruitio","Hedelmiä rakastava lima"
"heroes.name_fancy.slime_fungustine","Elvyttävä metsälima"
"heroes.name_fancy.slime_gloozmer","Lempeä keppostelijalima"
"heroes.name_fancy.slime_goldrip","Kultainen limakuningas"
"heroes.name_fancy.slime_gooldron","Nörtähtävä patalima"
"heroes.name_fancy.slime_goorian","Barbaarinen mönjä"
"heroes.name_fancy.slime_gooric","Viisas pyhäkkölima"
"heroes.name_fancy.slime_gooze","Alkemian labrasta karannut mönjä"
"heroes.name_fancy.slime_gunktus","Väsymätön taisteluklöntti"
"heroes.name_fancy.slime_harubo","Partioiva lima"
"heroes.name_fancy.slime_justico","Suojelijalima"
"heroes.name_fancy.slime_knightus","Ritarillinen temppelilima"
"heroes.name_fancy.slime_labblub","Utelias tutkijalima"
"heroes.name_fancy.slime_magistine","Loitsiva lima"
"heroes.name_fancy.slime_mucktus","Pirullinen metsäklöntti"
"heroes.name_fancy.slime_slaymire","Jääräpäinen limapyöveli"
"heroes.name_fancy.slime_slimgo","Ovela vaeltajalima"
"heroes.name_fancy.slime_sliposi","Lipevä kuriirilima"
"heroes.name_fancy.slime_sludgus","Laulava kapakkalima"
"heroes.name_fancy.slime_verdigoo","Smaragdinvihreä sovittelijalima"
"heroes.name_fancy.slime_zestique","Herttaisesti punasteleva lima"
"heroes.name_fancy.styx_amphitrite","Meren jumalatar"
"heroes.name_fancy.styx_arges","Juomakauppiaskyklooppi"
"heroes.name_fancy.styx_brontes","Maanviljelijäkyklooppi"
"heroes.name_fancy.styx_charon","Styksin lautturi"
"heroes.name_fancy.styx_dante","Manalan seikkailija"
"heroes.name_fancy.styx_erebus","Syvän pimeyden jumala"
"heroes.name_fancy.styx_hypnos","Unten valtias"
"heroes.name_fancy.styx_nemesis","Jumalaisen koston jumalatar"
"heroes.name_fancy.styx_nyx","Äiti Yö"
"heroes.name_fancy.styx_steropes","Taiteilijakyklooppi"
"heroes.name_fancy.styx_thanatos","Rauhallisen tuhon jumala"
"heroes.name_fancy.styx_virgil","Manalan opas"
"heroes.name_fancy.tales1_aqualith","Elementaalihopliitti"
"heroes.name_fancy.tales1_aqualith_costume_purple","Elementaalikolossi"
"heroes.name_fancy.tales1_atlanteia","Syvyyksien jäänereidi"
"heroes.name_fancy.tales1_atlanteia_costume_siren","Syvyyksien jääseireeni"
"heroes.name_fancy.tales1_bagreg","Kalamiesten kahakkajohtaja"
"heroes.name_fancy.tales1_bagreg_costume_scout","Kalapoikatiedustelija"
"heroes.name_fancy.tales1_ceto","Merihirviöiden alkukantainen jumalatar"
"heroes.name_fancy.tales1_ceto_costume_queen","Merihirviöiden alkukantainen kuningatar"
"heroes.name_fancy.tales1_domiventus","Syvänmeren ikuinen olio"
"heroes.name_fancy.tales1_domiventus_costume_supreme","Syvänmeren ylimmäinen olio"
"heroes.name_fancy.tales1_ephyra","Nereidiprinsessa"
"heroes.name_fancy.tales1_ephyra_costume_reef","Riutan prinsessa"
"heroes.name_fancy.tales1_galapago","Merten viisas tietäjä"
"heroes.name_fancy.tales1_galapago_costume_quarry","Louhoksen viisas kierijä"
"heroes.name_fancy.tales1_gelert","Syvyyksien aarteenetsijä"
"heroes.name_fancy.tales1_gelert_costume_scavenger","Syvyyksien keräilijä"
"heroes.name_fancy.tales1_gestalt","Ikuisten syvyyksien prinssi"
"heroes.name_fancy.tales1_gestalt_costume_pearls","Ikuisten helmien prinssi"
"heroes.name_fancy.tales1_jaco","Syvyyksien hämärä kauppias"
"heroes.name_fancy.tales1_jaco_costume_alchemist","Syvyyksien hämärä alkemisti"
"heroes.name_fancy.tales1_lasalle","Atlantiksen pramea husaari"
"heroes.name_fancy.tales1_lasalle_costume_jockey","Atlantiksen pramea ratsastaja"
"heroes.name_fancy.tales1_medea","Syvyyksien nagakuningatar"
"heroes.name_fancy.tales1_medea_costume_goddess","Syvyyksien nagajumalatar"
"heroes.name_fancy.tales1_mulgog","Ryöstelevä kalamies"
"heroes.name_fancy.tales1_mulgog_costume_bard","Kalamiesbardi"
"heroes.name_fancy.tales1_persa","Ryöstelevä veden henki"
"heroes.name_fancy.tales1_persa_costume_jellyfish_noble","Jalosukuinen meduusa"
"heroes.name_fancy.tales1_phorcys","Syvyyksien alkukantainen jumala"
"heroes.name_fancy.tales1_phorcys_costume_warrior_god","Syvyyksien soturijumala"
"heroes.name_fancy.tales1_sharkhai","Suuri petturi"
"heroes.name_fancy.tales1_sharkhai_costume_butcher","Sahahampainen teurastaja"
"heroes.name_fancy.tales1_spartoi","Nagaberserkki"
"heroes.name_fancy.tales1_spartoi_costume_guard","Nagavartija"
"heroes.name_fancy.tales1_thalassa","Valtamerten alkukantainen jumalatar"
"heroes.name_fancy.tales1_thalassa_costume_crystals","Kristallien alkukantainen jumalatar"
"heroes.name_fancy.tales1_ultrox","Syvyyksien temppelinvartija"
"heroes.name_fancy.tales1_ultrox_costume_ethereal","Syvyyksien ammentaja"
"heroes.name_fancy.tales2_aethslegaur","Tulitaiturikääpiö"
"heroes.name_fancy.tales2_aethslegaur_costume_soul_seeker","Sielunetsijäkääpiö"
"heroes.name_fancy.tales2_andvari","Kääpiöoraakkeli"
"heroes.name_fancy.tales2_andvari_costume_c1","Kääpiöelvyttäjä"
"heroes.name_fancy.tales2_bragi","Kääpiöottelija"
"heroes.name_fancy.tales2_bryggvir","Vuohella ratsastava kääpiö"
"heroes.name_fancy.tales2_dagr","Vuorten kääpiöshamaani"
"heroes.name_fancy.tales2_dagr_costume_plague_shaman","Kääpiöiden ruttoshamaani"
"heroes.name_fancy.tales2_dain","Kääpiöiden piiritysmestari"
"heroes.name_fancy.tales2_dularfulr","Pimeyden kääpiönäkijä"
"heroes.name_fancy.tales2_dularfulr_costume_engineer","Pimeyden kääpiöinsinööri"
"heroes.name_fancy.tales2_fafnir","Myrkheimin kääpiölordi"
"heroes.name_fancy.tales2_fimafeng","Kääpiösurvivalisti"
"heroes.name_fancy.tales2_fjalar","Kultainen kääpiöskaldi"
"heroes.name_fancy.tales2_fjalar_costume_undead","Aavemainen kääpiöskaldi"
"heroes.name_fancy.tales2_gandr","Tuulen kääpiösoturi"
"heroes.name_fancy.tales2_gandr_costume_guardian","Kuninkaallinen kääpiösoturi"
"heroes.name_fancy.tales2_helgi","Raivoisa rynnäkkökääpiö"
"heroes.name_fancy.tales2_helgi_costume_combatant","Täydennyskääpiö"
"heroes.name_fancy.tales2_hogne","Suuri kääpiöritari"
"heroes.name_fancy.tales2_hreidmarr","Vuorten kääpiökuningas"
"heroes.name_fancy.tales2_motsognir","Rajaseutujen villikääpiö"
"heroes.name_fancy.tales2_ott","Iloinen temppuilijakääpiö"
"heroes.name_fancy.tales2_ott_costume_herbalist","Mestarillinen temppuilijakääpiö"
"heroes.name_fancy.tales2_regin","Tarunhohtoinen kääpiöprinssi"
"heroes.name_fancy.tales2_regin_costume_omen","Langennut kääpiöprinssi"
"heroes.name_fancy.tales2_snorri","Tarinankertojakääpiö"
"heroes.name_fancy.tales2_svafa","Suurriistanmetsästäjäkääpiö"
"heroes.name_fancy.tales2_thrivaldi","Jäätaiturikääpiö"
"heroes.name_fancy.titan_hunter_adelitza","Sademetsän etujoukko"
"heroes.name_fancy.titan_hunter_avestalon","Sademetsän ansastaja"
"heroes.name_fancy.titan_hunter_borgholf","Lehdon ansastaja"
"heroes.name_fancy.titan_hunter_brachynd","Poukaman vartija"
"heroes.name_fancy.titan_hunter_konradus","Tundran etujoukko"
"heroes.name_fancy.titan_hunter_lumi_and_taiga","Tundran vartija"
"heroes.name_fancy.titan_hunter_orson","Lehdon vartija"
"heroes.name_fancy.titan_hunter_savanna","Erämaan etujoukko"
"heroes.name_fancy.titan_hunter_veldt","Erämaan ansastaja"
"heroes.name_fancy.titan_hunter_vendela","Poukaman etujoukko"
"heroes.name_fancy.trainer","Palkkataistelija"
"heroes.name_fancy.tribal_chief","Heimopäällikkö"
"heroes.name_fancy.tribal_chief_costume_conqueror","Heimojen kostaja"
"heroes.name_fancy.tribal_chief_costume_cute","Piirrettyjen päällikkö"
"heroes.name_fancy.tribal_chief_costume_glass","Lasimaalausten päällikkö"
"heroes.name_fancy.tribal_chief_costume_leopard","Leopardien päällikkö"
"heroes.name_fancy.undead_captain_warrior","Tuhoon tuomittu lordi"
"heroes.name_fancy.undead_captain_warrior_costume_cute","Tuhoon tuomittu piirretty"
"heroes.name_fancy.undead_captain_warrior_costume_glass","Tuhoon tuomittu lasimaalaus"
"heroes.name_fancy.undead_captain_warrior_costume_prince","Kuolematon prinssi"
"heroes.name_fancy.undead_captain_warrior_costume_reveller","Juhlivainen vainajainen"
"heroes.name_fancy.undead_captain_warrior_costume_stylish","Tyylikäs tuhoon tuomittu lordi"
"heroes.name_fancy.undead_female_warrior","Tuhoon tuomittu lady"
"heroes.name_fancy.undead_female_warrior_costume_cute","Kuolematon piirretty"
"heroes.name_fancy.undead_female_warrior_costume_glass","Tuhoon tuomittu lasimaalaus"
"heroes.name_fancy.undead_female_warrior_costume_princess","Kuolematon prinsessa"
"heroes.name_fancy.undead_female_warrior_costume_rococo","Vainajaisprinsessa"
"heroes.name_fancy.undead_horned_skeleton","Sinnikäs jäänne"
"heroes.name_fancy.undead_horned_skeleton_costume_cute","Sinnikäs piirretty"
"heroes.name_fancy.undead_horned_skeleton_costume_fool","Narrin jäänne"
"heroes.name_fancy.undead_horned_skeleton_costume_glass","Sinnikäs lasimaalaus"
"heroes.name_fancy.undead_running_skeleton","Vakava jäänne"
"heroes.name_fancy.undead_running_skeleton_costume_cute","Vakava piirretty"
"heroes.name_fancy.undead_running_skeleton_costume_glass","Lasinen jäänne"
"heroes.name_fancy.undead_running_skeleton_costume_roman","Roomalainen jäänne"
"heroes.name_fancy.undead_screaming_zombie","Laahustava jäänne"
"heroes.name_fancy.underworld_champion","Preettorivartija"
"heroes.name_fancy.underworld_champion_costume_champion","Preettori-gladiaattori"
"heroes.name_fancy.underworld_champion_costume_cute","Piirretty preettori"
"heroes.name_fancy.underworld_champion_costume_glass","Preettori-lasimaalaus"
"heroes.name_fancy.underworld_champion_costume_stylish","Tyylikäs henkivartija"
"heroes.name_fancy.underworld_champion_costume_vampire","Preettorivampyyri"
"heroes.name_fancy.valentines_anteros","Vastarakkauden Cupido"
"heroes.name_fancy.valentines_cupido","Kiintymyksen Cupido"
"heroes.name_fancy.valentines_cupido_costume_flame","Tulisen kiihkon Cupido"
"heroes.name_fancy.valentines_elba","Lemmen vankkumaton puolustaja"
"heroes.name_fancy.valentines_eros","Halun Cupido"
"heroes.name_fancy.valentines_himeros","Yksipuolisen rakkauden Cupido"
"heroes.name_fancy.valentines_kabeiroi","Rakastunut rasva-apina"
"heroes.name_fancy.valentines_lempi","Talviaamun Cupido"
"heroes.name_fancy.valentines_matchmaker_dodgrom","Örkkien deittikonsultti"
"heroes.name_fancy.valentines_phthonus","Kateuden Cupido"
"heroes.name_fancy.valentines_vernon","Sydänmetsän Cupido"
"heroes.name_fancy.valentines_voluptas","Herkkujen Cupido"
"heroes.name_fancy.valentines_voluptas_costume_paint","Maalareiden Cupido"
"heroes.name_fancy.valentines_zarola","Sydämensärkijöiden Cupido"
"heroes.name_fancy.valentines_zarola_costume_cowboy","Yksinäisten ratsastajien Cupido"
"heroes.name_fancy.vampire_king","Vampyyrikuningas"
"heroes.name_fancy.vampire_king_costume_mafia","Rikosten kuningas"
"heroes.name_fancy.vampire_lord","Vampyyriapuri"
"heroes.name_fancy.vampire_queen","Yön lapsi"
"heroes.name_fancy.vegetable_auberguy","Munakoisovelho"
"heroes.name_fancy.vegetable_bartholomew","Paprikabarbaari"
"heroes.name_fancy.vegetable_broseph","Parsakaalisamaani"
"heroes.name_fancy.vegetable_caleb","Keräkaalisotilas"
"heroes.name_fancy.vegetable_elsbeth","Punajuuriritari"
"heroes.name_fancy.vegetable_indigon","Raivoisa sienimestari"
"heroes.name_fancy.vegetable_onwyn","Sipulirosvo"
"heroes.name_fancy.vegetable_pineon","Ananastaituri"
"heroes.name_fancy.villain_asterius","Hirviömäinen minotauros"
"heroes.name_fancy.villain_crystalis","Kristallikeisarinna"
"heroes.name_fancy.villain_dark_lord","Karemdolin kauhu"
"heroes.name_fancy.villain_dark_lord_costume_astronomer","Karemdolin tähtientutkija"
"heroes.name_fancy.villain_edd","Pölkkypäinen lurjus"
"heroes.name_fancy.villain_ingolf","Tuomittu hersir"
"heroes.name_fancy.villain_isrod","Tuomittu jaarli"
"heroes.name_fancy.villain_karnov","Nyrkkimestari"
"heroes.name_fancy.villain_karnov_costume_jammies","Nyrkkimatti"
"heroes.name_fancy.villain_sanngrior","Langennut valkyria"
"heroes.name_fancy.villain_skrekok","Ketku rottamies"
"heroes.name_fancy.villain_toxicandra","Cerberan hallitsija"
"heroes.name_fancy.villain_toxicandra_costume_rose","Kasvien hallitsija"
"heroes.name_fancy.wild_cat_catalina","Viidakon kruunu"
"heroes.name_fancy.wild_cat_ferni","Sademetsän seikkailijakissa"
"heroes.name_fancy.wild_cat_gitnib","Huono-onninen tiikeriläiskalastaja"
"heroes.name_fancy.wild_cat_imagus","Pörröinen tähtien tutkailija"
"heroes.name_fancy.wild_cat_lennart","Tarkkasilmäinen ilves"
"heroes.name_fancy.wild_cat_leonie","Leor-selviytyjä"
"heroes.name_fancy.wild_cat_marnes","Kylkeen puukottava pantteri"
"heroes.name_fancy.wild_cat_rajesh","Tiikeriläisten huippukokki"
"heroes.name_fancy.wild_cat_rawn","Murtovaraspuuma"
"heroes.name_fancy.wild_cat_savann","Aurinkoisen laakson kissa"
"heroes.name_fancy.wild_cat_sharalen","Eturintaman armoton ilves"
"heroes.name_fancy.wild_cat_stravia","Chentarien sanansaattaja"
"heroes.name_fancy.wild_cat_thaffer","Kassakaappikissa"
"heroes.name_fancy.wild_cat_tunes","Vuorten kissamuusikko"
"heroes.name_fancy.wild_cat_vernix","Lumileopardimaagi"
"heroes.name_fancy.witch_king","Kryptojen valtias"
"heroes.name_fancy.witch_king_costume_cosmic","Kosminen manaaja"
"heroes.name_fancy.wonderland_alice","Ihmemaan seikkailija"
"heroes.name_fancy.wonderland_alice_costume_warping","Ihmemaan krokettiprinsessa"
"heroes.name_fancy.wonderland_bear","Ihmemaan peto"
"heroes.name_fancy.wonderland_captain","Ihmemaan sotilas"
"heroes.name_fancy.wonderland_cheshire_cat","Ilkikurinen kisu"
"heroes.name_fancy.wonderland_cheshire_cat_costume_malicious","Pahansuopa kisu"
"heroes.name_fancy.wonderland_hatter","Ihmemaan arvuuttaja"
"heroes.name_fancy.wonderland_hatter_costume_tea","Ihmemaan teemestari"
"heroes.name_fancy.wonderland_jabberwocky","Ihmemaan kauhistus"
"heroes.name_fancy.wonderland_jabberwocky_costume_moth","Jabberkoi"
"heroes.name_fancy.wonderland_knave_of_hearts","Ihmemaan varas"
"heroes.name_fancy.wonderland_phoenicus","Ihmemaan älykkö"
"heroes.name_fancy.wonderland_queen","Ihmemaan monarkki"
"heroes.name_fancy.wonderland_queen_costume_benefactor","Ihmemaan hyväntekijä"
"heroes.name_fancy.wonderland_tweedles","Ihmemaan kaksoset"
"heroes.name_fancy.wonderland_white_rabbit","Ihmemaan opas"
"heroes.name_fancy.wonderland_white_rabbit_costume_mask","Mielettömyyden naamio"
