"specials.name.a_cozy_break","心地よきひと休憩"
"specials.name.wise_mans_counsel","賢者の忠言"
"specials.name.witch_killer","魔女キラー"
"specials.name.witch_slayer","魔女殺し"
"specials.name.withering_seasons","ウィザリング・シーズン"
"specials.name.wolf_bite","ウルフバイト"
"specials.name.word_of_queen","ワードオブクイーン"
"specials.name.word_of_skies","天空の言葉"
"specials.name.worm_bite","ワームバイト"
"specials.name.wounding_strike","大打撃"
"specials.name.wrap","ラップ"
"specials.name.wrath_of_fate","運命の怒り"
"specials.name.wrath_of_frozen_soul","凍れる魂の怒り"
"specials.name.wrath_of_the_ancient","古代人の怒り"
"specials.name.wrath_of_the_nine_beaks","9つのクチバシの怒り"
"specials.name.wrath_of_tundra","ツンドラの憤怒"
"specials.name.wrathful_sting","怒りの一刺し"
"specials.name.wrenching_strike","レンチ・ストライク"
"specials.name.xenda_special","冥界の炎"
"specials.name.xenda_special_costume","アンダーワールドの炎"
"specials.name.yellow_beetloid_bite","黄カブトロイドの噛みつき"
"specials.name.yellow_signs","黄色の予兆"
"specials.name.yurei","幽霊"
"specials.name.zombie_curse","ゾンビの恩恵"
"specials.name.zombie_invocation","ゾンビの嘆願"
"specials.name.zooming_lunge","ズーム・ランジ"
