"specials.name.a_cozy_break","En hyggelig pause"
"specials.name.water_jet_dragon_pve","Vandstråle"
"specials.name.waters_of_nourishment","Nærende vand"
"specials.name.watery_grave","Våd grav"
"specials.name.weakening_strike","Svækkende slag"
"specials.name.web_of_spies","Spionspind"
"specials.name.welding_sweep_dragon_pve","Svejseangreb"
"specials.name.whimsical_aid","Løjerlig assistance"
"specials.name.whirlpool","Malstrøm"
"specials.name.whirlpool_dash","Hvirvelspurt"
"specials.name.whirlwind_blows","Stormende klaps"
"specials.name.whispers_of_xulu","Xulus hvisken"
"specials.name.whiteout","Hvid verden"
"specials.name.wicked_witchcraft","Skummel heksekunst"
"specials.name.wide_slash","Bredt hug"
"specials.name.widows_kiss","Enkens kys"
"specials.name.wild_cleave","Vild flænge"
"specials.name.wild_growth","Vild vækst"
"specials.name.will_of_fire","Ildvilje"
"specials.name.wily_wisps","Skumle slør"
"specials.name.wind_gospel","Wind Gospel"
"specials.name.wind_prayer","Vindbøn"
"specials.name.wings_of_destruction_pve","Tilintetgørelsens vinger"
"specials.name.wings_of_force","Kraftfulde vinger"
"specials.name.wings_of_frost","Frostvinger"
"specials.name.wings_of_laceration","Flænsende vinger"
"specials.name.wings_of_recovery","Helbredende vinger"
"specials.name.wings_of_shadow","Skyggevinger"
"specials.name.wings_of_thorn","Tornede vinger"
"specials.name.wisdom_of_the_gnomes","Nissernes visdom"
"specials.name.wise_mans_counsel","Vismandens råd"
"specials.name.witch_killer","Heksemorder"
"specials.name.witch_slayer","Heksedræber"
"specials.name.withering_seasons","Visnende årstider"
"specials.name.wolf_bite","Ulvebid"
"specials.name.word_of_queen","Dronningens ord"
"specials.name.word_of_skies","Himlens budskab"
"specials.name.worm_bite","Larvebid"
"specials.name.wounding_strike","Sårende angreb"
"specials.name.wrap","Indpakning"
"specials.name.wrath_of_fate","Vredens skæbne"
"specials.name.wrath_of_frozen_soul","Den frosne sjæls vrede"
"specials.name.wrath_of_the_ancient","Oldtidens vrede"
"specials.name.wrath_of_the_nine_beaks","De ni næbs vrede"
"specials.name.wrath_of_tundra","Tundraens vrede"
"specials.name.wrathful_sting","Vredens stik"
"specials.name.wrenching_strike","Vrideslag"
"specials.name.xenda_special","Underverdenens flamme"
"specials.name.xenda_special_costume","Underverdenens flamme"
"specials.name.yellow_beetloid_bite","Gult Beetloid-bid"
"specials.name.yellow_signs","Gule skilte"
"specials.name.yurei","Yurei"
"specials.name.zombie_curse","Zombievelsignelse"
"specials.name.zombie_invocation","Zombiebesværgelse"
"specials.name.zooming_lunge","Zoomende angreb"
