"specials.name.a_cozy_break","Sıcak Bir Mola"
"specials.name.toon_lament","Çizgi Ağıdı"
"specials.name.toon_link","Çizgi Bağlantısı"
"specials.name.toon_mirror","Çizgi Aynası"
"specials.name.toon_mist","Çizgi Sis"
"specials.name.toon_of_the_depths","Derinliklerin Çizgisi"
"specials.name.toon_of_the_seas","Denizlerin Çizgisi"
"specials.name.toon_prowess","Çizgi Hüneri"
"specials.name.toon_riposte","Çizgi Hamlesi"
"specials.name.toon_shot","Çizgi Vuruş"
"specials.name.toon_slam","Çizgi Darbe"
"specials.name.toon_slash","Çizgi Kesik"
"specials.name.toon_stab","Çizgi Saplama"
"specials.name.toon_stars","Çizgi Yıldızlar"
"specials.name.toon_storm","Çizgi Fırtınası"
"specials.name.toon_strike","Çizgi Saldırısı"
"specials.name.toon_traps","Çizgi Tuzaklar"
"specials.name.toon_ultimatum","Çizgi Ultimatom"
"specials.name.toon_vines","Çizgi Sarmaşıkları"
"specials.name.toon_wave","Çizgi Dalgası"
"specials.name.toon_waza","Çizgi-Waza"
"specials.name.toonball","Çizgi Top"
"specials.name.tooncry","Çizgi Ağlaması"
"specials.name.toonpower_pulverizer","Çizgi Güç Püskürtücüsü"
"specials.name.toons_luck","Çizgi Şansı"
"specials.name.toons_order","Çizgi Düzen"
"specials.name.toontastic_feast","Şahane Çizgi Ziyafeti"
"specials.name.toontastic_fog","Harika Çizgi Sisi"
"specials.name.toontastic_link","Harika Çizgi Bağlantısı"
"specials.name.toontastic_protection","Şahane Çizgi Koruması"
"specials.name.toontastic_pulverizer","Harika Çizgi Püskürtücüsü"
"specials.name.toontastic_riposte","Harika Çizgi Hamlesi"
"specials.name.toontastic_smash","Harika Çizgi Çatırtısı"
"specials.name.toontastic_strike","Harika Çizgi Darbesi"
"specials.name.total_beatdown","Eksiksiz Dayak"
"specials.name.tough_love","Aşk Topu"
"specials.name.towers_curse","Kum Borası"
"specials.name.toxic_berry_blast","Zehirli Yemiş Patlaması"
"specials.name.toxic_bile","Zehirli Safra"
"specials.name.toxic_flames","Toksik Alevler"
"specials.name.toxic_fumes","Zehirli Dumanlar"
"specials.name.toxic_gas_cloud","Zehirli Gaz Bulutu"
"specials.name.toxic_headbutt","Zehirli Kafa Darbesi"
"specials.name.toxic_incense","Zehirli Tütsü"
"specials.name.toxic_spit","Zehirli Tükürük"
"specials.name.toxic_stinger","Zehirli İğne"
"specials.name.toxic_traps","Zehirli Tuzaklar"
"specials.name.toxic_tricks","Zehirli Numaralar"
"specials.name.toxicadendra","Hızlandırılmış Büyüme"
"specials.name.trainer_blast","Antrenör Patlaması"
"specials.name.trainer_slash","Antrenör Vurucu"
"specials.name.tranquil_mist","Sakin Sis"
"specials.name.transcendental_charge","Doğaüstü Hücum"
"specials.name.transcendental_frame","Doğaüstü Çerçeve"
"specials.name.transfigure","Başkalaştırma"
"specials.name.travelers_snack","Yolcunun Atıştırmalıkları"
"specials.name.treasure_ale","Hazine Birası"
"specials.name.trial_of_darkness","Karanlık Denemesi"
"specials.name.trial_of_fauna","Fauna Denemesi"
"specials.name.trial_of_fire","Ateş Denemesi"
"specials.name.trial_of_flames","Alev Denemesi"
"specials.name.trial_of_flora","Bitki Örtüsü Denemesi"
"specials.name.trial_of_frost","Ayaz Denemesi"
"specials.name.trial_of_ice","Buz Denemesi"
"specials.name.trial_of_nature","Doğa Denemesi"
"specials.name.trial_of_pain","Acı Denemesi"
"specials.name.trial_of_the_moon","Ay Denemesi"
"specials.name.trial_of_the_sun","Güneş Denemesi"
"specials.name.trial_of_the_waters","Suların Sınavı"
"specials.name.tribal_rage","Aşiret Öfkesi"
"specials.name.tribal_rage_pve","Aşiret Öfkesi"
"specials.name.trick_of_the_trade","İşin Hilesi"
"specials.name.trickster_grenades","Hilebaz Bombaları"
"specials.name.tricksters_buff","Şişe"
"specials.name.tricksters_damage","Kılıçlar"
"specials.name.tricksters_exchange","Hilebaz Hamlesi"
"specials.name.tricksters_lullaby","Hilebazın Ninnisi"
"specials.name.tricksters_malice","Hilebazın Hasedi"
"specials.name.tricksters_mischief","Hilebazın Yaramazlığı"
"specials.name.tricksters_negative","Dondur"
"specials.name.tricksters_transformation","Hilebazın Dönüşümü"
"specials.name.triple_stab","Üçlü Bıçaklama"
"specials.name.triumph_of_strategy","Stratejinin Zaferi"
"specials.name.tropical_ambush","Tropikal Pusu"
"specials.name.tumbling_dragon","Yıkılan Ejderha"
"specials.name.tumbling_dragon2","Yıkılan Ejderha"
"specials.name.turquoise_falcon","Turkuaz Şahin"
"specials.name.twilight_of_crimes","Suçların Alaca Karanlığı"
"specials.name.twilight_of_ruin","Çöküşün Alaca Karanlığı"
"specials.name.twilight_of_sorrow","Matem Alaca Karanlığı"
"specials.name.twilight_star_strike","Alaca Karanlık Yıldızı Vuruşu"
"specials.name.twilight_tricks","Alaca Karanlık Numaraları"
"specials.name.twist_of_fate","Kaderin Cilvesi"
"specials.name.twist_of_fate_minor","Kötü Kader"
"specials.name.twostep_swing","İki Adımlı Salıncak"
"specials.name.ultimate_giftsack","Nihai Hediye Çuvalı"
"specials.name.unbreakable_brawler","Ehlileşmez Kavgacı"
"specials.name.unbroken_assault","Cesur Taarruz"
"specials.name.unchained_jaws","Zincirsiz Çeneler"
"specials.name.unchained_jaws_ultimate_boss","Zincirsiz Çeneler"
"specials.name.undead_obliteration","Ölümsüz Yok Edici"
"specials.name.undead_penance_poetic","Ölümsüz Kefaret"
"specials.name.undead_rage","Büyü Oku"
"specials.name.undead_razer","Ölümsüz Yıkıcı"
"specials.name.under_the_surf","Sörfün Altında"
"specials.name.underwater_magma_cube","Su Altı Magma Küpü"
"specials.name.underwater_riddle","Su Altı Bilmecesi"
"specials.name.undying_heads","Ölümsüz Kafalar"
"specials.name.undying_heads_ultimate_boss","Hidra Başları"
"specials.name.undying_incantation","Ölümsüz Efsun"
"specials.name.undying_summon","Ölümsüz Çağrı"
"specials.name.unerring_course","Hatasız Rota"
"specials.name.unfeeling_assailing","Acımasız Saldırı"
"specials.name.unhallowed_spirits","Kutsal Olmayan Ruhlar"
"specials.name.unholy_light","Aykırı Işık"
"specials.name.unholy_power","Aykırı Güç"
"specials.name.unholy_rain","Aykırı Yağmur"
"specials.name.unite_and_oppose","Karşı Koy ve Devir"
"specials.name.unnatural_pact","Can Yutucusu"
"specials.name.unrelenting_hunter","Amansız Avcı"
"specials.name.unrelenting_riposte","Acımasız Hamle"
"specials.name.unstoppable_charge","Durdurulamaz Hücum"
"specials.name.unstoppable_growl","Durdurulamaz Homurtu"
"specials.name.unwavering_devotion","Sarsılmaz Bağlılık"
"specials.name.unwavering_devotion_pve","Sarsılmaz Bağlılık"
"specials.name.unwavering_focus","Sabit Odak"
"specials.name.unyielding_protector","İnatçı Koruyucu"
"specials.name.unyielding_stance","İnatçı Duruş"
"specials.name.unyielding_sword","İnatçı Kılıç"
"specials.name.urgent_gift_delivery","Acil Hediye Teslimatı"
"specials.name.ursine_protection","Ayı Koruması"
"specials.name.valiant_lunge","Cesur Hamle"
"specials.name.valkyrie_charge","Valkür Saldırısı"
"specials.name.valkyrie_defense","Valkür Savunması"
"specials.name.valkyrie_resistance","Valkür Direnişi"
"specials.name.valkyrie_rush","Valkür Saldırısı"
"specials.name.valkyries_fortitude","Valkürün Cesareti"
"specials.name.valorant_strike","Valorant Vuruşu"
"specials.name.valuable_contribution","Değerli Katkı"
"specials.name.vampire_killer","Vampir Katili"
"specials.name.vampiric_cleave","Vampirsel Yarık"
"specials.name.vampiric_curse","Vampir Laneti"
"specials.name.vampiric_heist","Vampir Soygunu"
"specials.name.vampiric_touch","Vampir Dokunuşu"
"specials.name.vanguard_of_passion","Tutku Birliği"
"specials.name.vantage_point","Gözlem Noktası"
"specials.name.vapors_of_the_underworld","Yer Altı Dünyasının Buharları"
"specials.name.vast_ward","Dirençli Mahcur"
"specials.name.vengeance_of_owlhalla","Bayhalla'nın İntikamı"
"specials.name.vengeful_backstab","Kindar Hainlik"
"specials.name.vengeful_scythe","Kindar Tırpan"
"specials.name.venom_slash","Zehirli Kesik"
"specials.name.venomfang_concoction","Zehirli Diş Karışımı"
"specials.name.venomous_claws","Zehirli Pençeler"
"specials.name.venomous_jab","Zehirli Yumruk"
"specials.name.venomous_spores","Zehirli Sporlar"
"specials.name.venomous_sting_dragon_pve","Zehirli İğne"
"specials.name.verdant_mirror","Yeşil Ayna"
"specials.name.verdant_trap","Yeşil Tuzak"
"specials.name.vertical_slash","Dikey Kesik"
"specials.name.vicious_axe","Tehlikeli Balta"
"specials.name.vicious_cyclone","Tehlikeli Kasırga"
"specials.name.vicious_strike","Kötücül Saldırı"
"specials.name.vicious_trap","Tehlikeli Tuzak"
"specials.name.vigilante_punch","Kanunsuz Yumruğu"
"specials.name.vigorous_aegis","Coşkulu Siper"
"specials.name.vigorous_villanelle","Coşkulu Şiir"
"specials.name.vile_blessing","Zayıflatan Lanet"
"specials.name.villain_swing","Kötü Adam Savurması"
"specials.name.viper_blade","Engerek Yılanı Bıçağı"
"specials.name.viper_blade_costume_bear_slayer","Ayı Kılıcı"
"specials.name.viscous_shield_justico","Yapışkan Kalkan"
"specials.name.vitalizing_show","Canlandıran Gösteri"
"specials.name.vitrail_flames","Vitray Alevleri"
"specials.name.viziers_curse","Kum Borası"
"specials.name.voice_of_authority","Otoritenin Sesi"
"specials.name.void_blast","Boş Patlama"
"specials.name.void_bomb","Boşluk Bombası"
"specials.name.void_orb_dragon_pve","Boşluk Küresi"
"specials.name.voidshield","Boşluk Kalkanı"
"specials.name.volatile_crystal_conduit","Tehlikeli Kristal Hattı"
"specials.name.volcanic_blast","Volkanik Patlama"
"specials.name.volcanic_boulders","Volkanik Kayalar"
"specials.name.volcanic_eruption","Volkanik Patlama"
"specials.name.volcanic_explosion","Volkanik Patlayış"
"specials.name.volcanic_flareup","Volkanik Parlama"
"specials.name.volcanic_rush","Volkanik Hücum"
"specials.name.volcanic_shell","Volkanik Kabuk"
"specials.name.volcanic_tantrum","Çizgi Patlama"
"specials.name.voluminous_vigor","Büyük Zindelik"
"specials.name.wall_of_ice","Buzdan Duvar"
"specials.name.wall_of_ki","Ki'nin Duvarı"
"specials.name.wall_of_ki2","Ki'nin Duvarı"
"specials.name.wall_of_swords","Kılıç Duvarı"
"specials.name.wallet_pulverizer","Öğüten Abaküs"
"specials.name.wand_of_mana_control","Mana Kontrolü Asası"
"specials.name.wand_of_mana_trickery","Mana Hilesi Asası"
"specials.name.wandering_star_shot","Gezgin Yıldız Atışı"
"specials.name.war_feast","Savaş Şöleni"
"specials.name.war_song","Savaş Şarkısı"
"specials.name.warcry","Savaş çığlığı"
"specials.name.warcry_of_the_hunt","Avın Savaş Çığlığı"
"specials.name.warcry_of_the_jungle","Ormanın Savaş Çığlığı"
"specials.name.warding_off_evil","Kötülüğü Savuşturmak"
"specials.name.warped_timepiece","Çarpıtılmış Saat"
"specials.name.watchful_duty","Tetikte Görev"
"specials.name.water_jet_dragon_pve","Su Jeti"
"specials.name.waters_of_nourishment","Besleyici Sular"
"specials.name.watery_grave","Sulak Mezar"
"specials.name.weakening_strike","Zayıflatan Darbe"
"specials.name.web_of_spies","Örümcek Ağı"
"specials.name.welding_sweep_dragon_pve","Kaynak Süpürmesi"
"specials.name.whimsical_aid","Saçma Yardım"
"specials.name.whirlpool","Girdap"
"specials.name.whirlpool_dash","Girdap Darbesi"
"specials.name.whirlwind_blows","Kasırga Esintisi"
"specials.name.whispers_of_xulu","Xulu'nun Fısıltıları"
"specials.name.whiteout","Sıfır Görüş"
"specials.name.wicked_witchcraft","Kötü Büyücülük"
"specials.name.wide_slash","Geniş Kesik"
"specials.name.widows_kiss","Dulun Öpücüğü"
"specials.name.wild_cleave","Yabani Yarık"
"specials.name.wild_growth","Yabani Büyüme"
"specials.name.will_of_fire","Ateşin İradesi"
"specials.name.wily_wisps","Sahtekar Kuşlar"
"specials.name.wind_gospel","Rüzgar İncili"
"specials.name.wind_prayer","Rüzgar Duası"
"specials.name.wings_of_destruction_pve","Yıkım Kanatları"
"specials.name.wings_of_force","Güç Kanatları"
"specials.name.wings_of_frost","Ayaz Kanatları"
"specials.name.wings_of_laceration","Yırtılma Kanatları"
"specials.name.wings_of_recovery","İyileşme Kanatları"
"specials.name.wings_of_shadow","Gölge Kanatları"
"specials.name.wings_of_thorn","Diken Kanatları"
"specials.name.wisdom_of_the_gnomes","Cücelerin Bilgeliği"
"specials.name.wise_mans_counsel","Bilge Adamın Tavsiyesi"
"specials.name.witch_killer","Cadı Katliamcısı"
"specials.name.witch_slayer","Cadı Katili"
"specials.name.withering_seasons","Solan Mevsimler"
"specials.name.wolf_bite","Kurt Isırığı"
"specials.name.word_of_queen","Kraliçenin Sözü"
"specials.name.word_of_skies","Göklerin Sözü"
"specials.name.worm_bite","Yemekten Bir Lokma"
"specials.name.wounding_strike","Yaralayıcı Vuruş"
"specials.name.wrap","Sar"
"specials.name.wrath_of_fate","Kaderin Gazabı"
"specials.name.wrath_of_frozen_soul","Donmuş Ruhun Gazabı"
"specials.name.wrath_of_the_ancient","Antiğin Gazabı"
"specials.name.wrath_of_the_nine_beaks","Dokuz Gaganın Gazabı"
"specials.name.wrath_of_tundra","Tundranın Gazabı"
"specials.name.wrathful_sting","Hiddetli Sokma"
"specials.name.wrenching_strike","Burkulan Vuruş"
"specials.name.xenda_special","Yer Altı Dünyası Alevi"
"specials.name.xenda_special_costume","Yer Altı Dünyası Alevi"
"specials.name.yellow_beetloid_bite","Sarı Böcekoid Isırığı"
"specials.name.yellow_signs","Sarı İşaretler"
"specials.name.yurei","Yurei"
"specials.name.zombie_curse","Zombi Kutsaması"
"specials.name.zombie_invocation","Zombi Yakarışı"
"specials.name.zooming_lunge","Yakınlaştıran Hamle"
